Latitude, Hardness, date, time, quarterly basis, me + minute,user_number, wwave_update, mediatime,title,content number, playtime, broaddate,genre, Device-eng, Cp-eng, Channel-eng, Section-eng,loc, Date,Weekdays/Weekends,Gender,Profession,Age,age,event,view,time,device,section,CP,watch time,watch time ( candle ),round( minute ), region, file_index,t-gap, g-num
37.5188531999999,126.8718864,22,0:14:00,14,14,1,11/22/2021 0:14,0:51:47, game of thrones season 3,3,3172,4/14/2013," 19, SF, SF fantasy , mid , fantasy", PC, HBO, HBO, Overseas series,1,1,1,2,1,25,1,0,3,1,3,5,5,0:01:04,64,1,0,14,3144,5
37.5188531999999,126.8718864,22,0:14:00,14,14,1,11/22/2021 0:14,0:51:47, game of thrones season 3,3,3172,4/14/2013," 19, SF, SF fantasy , mid , fantasy", PC, HBO, HBO, Overseas series,1,1,1,2,1,25,1,0,3,1,3,5,5,0:01:04,64,1,0,14,3144,5
37.5188531999999,126.8718864,22,0:16:00,16,16,1,11/22/2021 0:16,0:00:00, game of thrones season 3,4,3206,4/21/2013," 19, SF, SF fantasy , mid , fantasy", Android Phone, HBO, HBO, Overseas series,1,1,1,2,1,25,1,1,3,1,1,5,5,0:00:00,0,0,0,14,3137,5
37.5188531999999,126.8718864,22,0:18:00,18,18,1,11/22/2021 0:18,0:12:20, game of thrones season 3,4,3206,4/21/2013," 19, SF, SF fantasy , mid , fantasy", Android Phone, HBO, HBO, Overseas series,1,1,1,2,1,25,1,0,3,1,1,5,5,0:00:52,52,1,0,14,3137,5
37.5188531999999,126.8718864,22,0:18:00,18,18,1,11/22/2021 0:18,0:12:20, game of thrones season 3,4,3206,4/21/2013," 19, SF, SF fantasy , mid , fantasy", Android Phone, HBO, HBO, Overseas series,1,1,1,2,1,25,1,0,3,1,1,5,5,0:00:52,52,1,0,14,3137,5
37.5188531999999,126.8718864,22,0:20:00,20,20,1,11/22/2021 0:20,0:25:40, game of thrones season 3,4,3206,4/21/2013," 19, SF, SF fantasy , mid , fantasy", Android Phone, HBO, HBO, Overseas series,1,1,1,2,1,25,1,0,3,1,1,5,5,0:01:01,61,1,0,14,3137,5
37.5188531999999,126.8718864,22,0:20:00,20,20,1,11/22/2021 0:20,0:25:40, game of thrones season 3,4,3206,4/21/2013," 19, SF, SF fantasy , mid , fantasy", Android Phone, HBO, HBO, Overseas series,1,1,1,2,1,25,1,0,3,1,1,5,5,0:01:01,61,1,0,14,3137,5
37.5187417,126.8728917,22,10:31:27,631,631,1,11/22/2021 10:31,0:00:00, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,1,1,11,1,1,1,0:00:00,0,0,0,1,1,4
37.519001,126.8719973,22,10:33:17,633,633,1,11/22/2021 10:33,0:00:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,1,11,1,1,1,0:00:52,52,1,0,1,1,4
37.519001,126.8719973,22,10:33:17,633,633,1,11/22/2021 10:33,0:00:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,1,11,1,1,1,0:00:52,52,1,0,1,1,4
37.5189924,126.8719918,22,10:34:17,634,634,1,11/22/2021 10:34,0:01:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,1,11,1,1,1,0:01:00,60,1,0,1,1,4
37.5189924,126.8719918,22,10:35:17,635,635,1,11/22/2021 10:35,0:02:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,1,11,1,1,1,0:01:00,60,1,0,1,1,4
37.5190012,126.871987,22,10:36:17,636,636,1,11/22/2021 10:36,0:03:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,1,11,1,1,1,0:01:00,60,1,0,1,1,4
37.5190002,126.8719903,22,10:37:17,637,637,1,11/22/2021 10:37,0:04:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,1,11,1,1,1,0:01:00,60,1,0,1,1,4
37.5190074,126.8719994,22,10:38:17,638,638,1,11/22/2021 10:38,0:05:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,1,11,1,1,1,0:01:00,60,1,0,1,1,4
37.5190003,126.8719887,22,10:40:17,640,640,1,11/22/2021 10:40,0:07:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,1,11,1,1,1,0:01:00,60,1,0,1,1,4
37.5190003,126.8719887,22,10:40:17,640,640,1,11/22/2021 10:40,0:07:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,1,11,1,1,1,0:01:00,60,1,0,1,1,4
37.5190019,126.8720055,22,10:41:18,641,641,1,11/22/2021 10:41,0:08:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,1,11,1,1,1,0:01:00,60,1,0,1,1,4
37.519009,126.8719921,22,10:42:18,642,642,1,11/22/2021 10:42,0:09:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,1,11,1,1,1,0:01:00,60,1,0,1,1,4
37.5144352,126.87466,22,13:26:34,806,806,1,11/22/2021 13:26,0:09:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,1,2,14,1,1,1,0:00:00,0,0,0,1,1,4
37.5144352,126.87466,22,13:27:37,807,807,1,11/22/2021 13:27,0:02:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:00:23,23,0,0,1,1,4
37.514558,126.8745412,22,13:28:43,808,808,1,11/22/2021 13:28,0:03:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:01,61,1,0,1,1,4
37.5145722,126.8753389,22,13:30:28,810,810,1,11/22/2021 13:30,0:05:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:00:59,59.5,1,0,1,1,4
37.5145722,126.8753389,22,13:30:28,810,810,1,11/22/2021 13:30,0:05:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:00:59,59.5,1,0,1,1,4
37.5145577,126.8745514,22,13:31:41,811,811,1,11/22/2021 13:31,0:06:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:01,61,1,0,1,1,4
37.5145601,126.8745427,22,13:32:44,812,812,1,11/22/2021 13:32,0:07:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:00,60,1,0,1,1,4
37.5145601,126.8745427,22,13:33:44,813,813,1,11/22/2021 13:33,0:08:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:00:59,59,1,0,1,1,4
37.5145537,126.8745468,22,13:34:45,814,814,1,11/22/2021 13:34,0:09:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:00,60,1,0,1,1,4
37.514557,126.8745393,22,13:38:03,818,818,1,11/22/2021 13:38,0:12:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,1,2,14,1,1,1,0:00:00,0,0,0,1,1,4
37.5145739,126.8745396,22,13:40:02,820,820,1,11/22/2021 13:40,0:14:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:00,60,1,0,1,1,4
37.5145739,126.8745396,22,13:40:02,820,820,1,11/22/2021 13:40,0:14:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:00,60,1,0,1,1,4
37.5145473,126.8745238,22,13:41:02,821,821,1,11/22/2021 13:41,0:15:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:00,60,1,0,1,1,4
37.5145536,126.8745058,22,13:42:03,822,822,1,11/22/2021 13:42,0:16:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:00,60,1,0,1,1,4
37.5145236,126.8746746,22,13:43:17,823,823,1,11/22/2021 13:43,0:17:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:00,60,1,0,1,1,4
37.514494,126.8745631,22,13:45:02,825,825,1,11/22/2021 13:45,0:19:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:00,60,1,0,1,1,4
37.514494,126.8745631,22,13:45:02,825,825,1,11/22/2021 13:45,0:19:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:00,60,1,0,1,1,4
37.5145547,126.8745399,22,13:46:03,826,826,1,11/22/2021 13:46,0:20:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:00,60,1,0,1,1,4
37.5145572,126.8745233,22,13:47:04,827,827,1,11/22/2021 13:47,0:21:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:00,60,1,0,1,1,4
37.5143095,126.8749869,22,13:48:11,828,828,1,11/22/2021 13:48,0:22:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:01,61,1,0,1,1,4
37.5140856,126.8750057,22,13:49:31,829,829,1,11/22/2021 13:49,0:23:00, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:02,62,1,0,1,1,4
37.5145549,126.8745645,22,13:51:03,831,831,1,11/22/2021 13:51,0:25:00, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:00:59,59.5,1,0,1,1,4
37.5145549,126.8745645,22,13:51:03,831,831,1,11/22/2021 13:51,0:25:00, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:00:59,59.5,1,0,1,1,4
37.5145599,126.8745524,22,13:52:09,832,832,1,11/22/2021 13:52,0:26:00, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:01,61,1,0,1,1,4
37.5144338,126.8746189,22,13:53:17,833,833,1,11/22/2021 13:53,0:27:00, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:00,60,1,0,1,1,4
37.5144859,126.8751755,22,13:54:34,834,834,1,11/22/2021 13:54,0:28:20, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:01,61,1,0,1,1,4
37.5145412,126.8745622,22,13:56:09,836,836,1,11/22/2021 13:56,0:31:40, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:00:57,57.5,1,0,1,1,4
37.5145412,126.8745622,22,13:56:09,836,836,1,11/22/2021 13:56,0:31:40, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:00:57,57.5,1,0,1,1,4
37.5145527,126.8745129,22,13:57:09,837,837,1,11/22/2021 13:57,0:33:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:01:11,71,1,0,1,1,4
37.5145588,126.8745119,22,13:59:09,839,839,1,11/22/2021 13:59,0:35:50, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:00:53,53.5,1,0,1,1,4
37.5145588,126.8745119,22,13:59:09,839,839,1,11/22/2021 13:59,0:35:50, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,14,1,1,1,0:00:53,53.5,1,0,1,1,4
37.514625,126.8744159,22,14:00:09,840,840,1,11/22/2021 14:00,0:37:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:04,64,1,0,1,1,4
37.5145379,126.8745241,22,14:01:09,841,841,1,11/22/2021 14:01,0:39:20, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:52,52,1,0,1,1,4
37.5145379,126.8745241,22,14:01:09,841,841,1,11/22/2021 14:01,0:39:20, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:52,52,1,0,1,1,4
37.5145379,126.8745241,22,14:02:09,842,842,1,11/22/2021 14:02,0:39:40, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:16,16,0,0,1,1,4
37.5145465,126.8749606,22,14:03:13,843,843,1,11/22/2021 14:03,0:40:50, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:56,56,1,0,1,1,4
37.5145571,126.8745193,22,14:04:17,844,844,1,11/22/2021 14:04,0:43:00, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:52,52,1,0,1,1,4
37.5145571,126.8745193,22,14:04:17,844,844,1,11/22/2021 14:04,0:43:00, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:52,52,1,0,1,1,4
37.5145615,126.8745782,22,14:06:17,846,846,1,11/22/2021 14:06,0:44:40, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:20,80,1,0,1,1,4
37.5145482,126.8749011,22,14:07:21,847,847,1,11/22/2021 14:07,0:45:50, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:57,57,1,0,1,1,4
37.5145406,126.8747856,22,14:08:27,848,848,1,11/22/2021 14:08,0:47:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:03,63,1,0,1,1,4
37.5145571,126.8745331,22,14:09:29,849,849,1,11/22/2021 14:09,0:49:00, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:20,80,1,0,1,1,4
37.514555,126.87453,22,14:10:29,850,850,1,11/22/2021 14:10,0:49:50, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:41,41,1,0,1,1,4
37.514555,126.87453,22,14:11:29,851,851,1,11/22/2021 14:11,0:51:00, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:56,56,1,0,1,1,4
37.5144652,126.8745775,22,14:13:24,853,853,1,11/22/2021 14:13,0:53:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:01,61,1,0,1,1,4
37.5144652,126.8745775,22,14:13:24,853,853,1,11/22/2021 14:13,0:53:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:01,61,1,0,1,1,4
37.5145565,126.8745116,22,14:14:32,854,854,1,11/22/2021 14:14,0:54:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:55,55,1,0,1,1,4
37.5145607,126.8745376,22,14:15:32,855,855,1,11/22/2021 14:15,0:56:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:07,67,1,0,1,1,4
37.5145539,126.8745245,22,14:17:32,857,857,1,11/22/2021 14:17,0:59:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:00,60,1,0,1,1,4
37.5145539,126.8745245,22,14:17:32,857,857,1,11/22/2021 14:17,0:59:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:00,60,1,0,1,1,4
37.5145483,126.8745036,22,14:18:32,858,858,1,11/22/2021 14:18,1:01:20, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:13,73,1,0,1,1,4
37.5145246,126.8745251,22,14:19:32,859,859,1,11/22/2021 14:19,1:02:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:40,40,1,0,1,1,4
37.5145557,126.8745534,22,14:21:32,861,861,1,11/22/2021 14:21,1:04:50, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:01,61,1,0,1,1,4
37.5145557,126.8745534,22,14:21:32,861,861,1,11/22/2021 14:21,1:04:50, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:01,61,1,0,1,1,4
37.5145043,126.8748757,22,14:22:34,862,862,1,11/22/2021 14:22,1:07:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:52,52.5,1,0,1,1,4
37.5145043,126.8748757,22,14:22:34,862,862,1,11/22/2021 14:22,1:07:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:52,52.5,1,0,1,1,4
37.5145351,126.8750708,22,14:23:38,863,863,1,11/22/2021 14:23,1:07:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:16,16,0,0,1,1,4
37.5145258,126.874791,22,14:24:43,864,864,1,11/22/2021 14:24,1:08:50, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:04,64,1,0,1,1,4
37.5145343,126.874515,22,14:25:46,865,865,1,11/22/2021 14:25,1:10:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:13,73,1,0,1,1,4
37.5145343,126.874515,22,14:26:46,866,866,1,11/22/2021 14:26,1:12:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:12,72,1,0,1,1,4
37.5145068,126.8753043,22,14:28:32,868,868,1,11/22/2021 14:28,0:09:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:53,53,1,0,1,1,4
37.5145068,126.8753043,22,14:28:32,868,868,1,11/22/2021 14:28,0:09:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:53,53,1,0,1,1,4
37.5145068,126.8753043,22,14:29:32,869,869,1,11/22/2021 14:29,1:16:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:42,42,1,0,1,1,4
37.5145068,126.8753043,22,14:30:32,870,870,1,11/22/2021 14:30,1:17:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:04,64,1,0,1,1,4
37.5144665,126.8755188,22,14:31:57,871,871,1,11/22/2021 14:31,1:18:40, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:57,57,1,0,1,1,4
37.5145602,126.8745497,22,14:33:03,873,873,1,11/22/2021 14:33,1:21:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:59,59.5,1,0,1,1,4
37.5145602,126.8745497,22,14:33:03,873,873,1,11/22/2021 14:33,1:21:10, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:00:59,59.5,1,0,1,1,4
37.5145602,126.8745497,22,14:34:03,874,874,1,11/22/2021 14:34,1:22:30, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:05,65,1,0,1,1,4
37.5145595,126.874546,22,14:35:04,875,875,1,11/22/2021 14:35,1:23:00, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:03,63,1,0,1,1,4
37.5144992,126.8745434,22,14:36:22,876,876,1,11/22/2021 14:36,1:24:50, Running Man,580,5256,11/21/2021," game , etc , variety , Trip", Android Phone, SBS, SBS, entertainment,1,1,1,2,1,25,1,0,2,15,1,1,1,0:01:21,81,1,0,1,1,4
